1. Механические компоненты (механика),2. Приводы (актуаторы),3. Сенсоры (датчики),4. Управляющие компоненты (электроника управления),5. Силовая электроника и питание,6. Коммуникационные компоненты,7. Интерфейс человек–машина (HMI)
1.1 шестигранные болты М3 16 мм - 10 шт,,,,,,
